u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,access,width,tunnel,service,bridge,junction,est_width,NO2_ugm3,NO_ugm3,CO2_mgm3,CO_mgm3,O3_ugm3,PM25_ugm3
389677,130158421,0,13873180,True,1,Richmond Street South,secondary,50,False,28.041,R114,"LINESTRING (-6.2645251 53.3311096, -6.2645639 53.3311753, -6.2646091 53.3313558)",,,,,,,,24.095,7.242,810.523,0.399,50.228,5.672
389678,3393157382,0,238334895,False,3,La Touche Bridge,secondary,30,False,4.856,R114,"LINESTRING (-6.2642964 53.3302312, -6.2642883 53.3301878)",,,,,,,,21.78,20.163,823.725,0.473,53.115,4.962
389678,130253647,0,13873181,False,3,Richmond Street South,secondary,50,True,56.604,R114,"LINESTRING (-6.2642964 53.3302312, -6.2643057 53.3302788, -6.2643999 53.3306602, -6.2644223 53.3307346)",,,,,,,,16.58866666666667,7.610499999999999,814.7823333333332,0.3886666666666666,52.324666666666666,5.629666666666666
389678,130158809,0,40070420,True,1,Portobello Harbour,unclassified,30,False,84.958,,"LINESTRING (-6.2642964 53.3302312, -6.2643884 53.3302146, -6.2646406 53.3302019, -6.2647146 53.3301987, -6.2647986 53.3301959, -6.2648466 53.3302023, -6.2648933 53.3302179, -6.2649586 53.3302504, -6.2650005 53.3302937, -6.2650308 53.330592)",,,,,,,,9.876,86.46150000000002,806.1225,0.352,55.67100000000001,5.721
389680,49245967,0,49974590,True,3,Harcourt Road,secondary,50,False,62.726,R114,"LINESTRING (-6.2634933 53.3327098, -6.2637991 53.332683, -6.2640929 53.3326487, -6.2644261 53.3326219)",,,,,,,,20.762500000000003,4.046,818.5875,0.3915,46.158,7.0275
389681,1316646544,0,"[4628795, 1061460116]",True,2,Harcourt Street,secondary,30,False,25.381,R811,"LINESTRING (-6.2631819 53.3338127, -6.263091 53.3338401, -6.2629868 53.3338843, -6.2629833 53.3339754)",,,,,,,,18.868491666666667,4.675424166666667,818.6351416666666,0.39715833333333334,49.75550833333333,5.962666666666667
389681,26164989,0,"[1061460113, 1061460118, 4628791]",True,2,Harcourt Street,secondary,30,False,139.546,R114,"LINESTRING (-6.2631819 53.3338127, -6.2630658 53.3338089, -6.2629817 53.3337902, -6.2629554 53.3337844, -6.2629066 53.3337491, -6.2627606 53.3333727, -6.2627211 53.3332709, -6.2626268 53.3330289, -6.2626224 53.3329911, -6.262624 53.3329572, -6.2626415 53.3329088, -6.2626751 53.3328528, -6.262817 53.3327299)",,,,,,,,21.33019487179487,15.86483282051282,817.9630256410256,0.39622564102564106,47.51813333333333,6.815697435897436
389685,3311136961,0,4628790,True,2,Charlotte Way,secondary,30,False,17.0,R114,"LINESTRING (-6.2651742 53.333871, -6.2650757 53.3338207, -6.265012 53.3337555)",,,,,,,,29.928,17.24,839.821,0.359,45.344,8.164
389685,130157168,0,75741007,False,3,Camden Street Lower,secondary,30,True,31.016,R114,"LINESTRING (-6.2651742 53.333871, -6.2652571 53.3340264, -6.2652722 53.3340684, -6.2652779 53.3341412)",,,,,,,,27.363,24.778,829.882,0.418,41.431,7.065
389688,9101069,0,290637300,False,4,Leeson Street Upper,secondary,50,True,6.462,R138,"LINESTRING (-6.2529015 53.3322163, -6.2529551 53.3322648)",,,,,,,,18.611,15.4324,813.959,0.41,36.353,6.442
389688,9100868,0,"[681475952, 33854576, 4934590, 4934591]",False,4,"['Leeson Street Lower', 'Leeson Street Upper']",secondary,50,True,36.345,R138,"LINESTRING (-6.2529015 53.3322163, -6.2528774 53.33219, -6.2528441 53.3321538, -6.2527761 53.3320619, -6.2527248 53.3319977, -6.2526732 53.3319196)",,,,,yes,,,19.722594444444447,19.070352222222223,823.5274388888888,0.4042111111111111,40.75458888888889,6.611783333333334
389688,2876012550,0,"[10577139, 13872814]",False,,,cycleway,,"[False, True]",538.852,,"LINESTRING (-6.2529015 53.3322163, -6.2527749 53.3322359, -6.2516764 53.332557, -6.2501794 53.3330019, -6.2499468 53.3330685, -6.2492442 53.3332791, -6.2473896 53.3338308, -6.2462144 53.334173, -6.2458286 53.3342799, -6.2456126 53.3343427)",,,,,,,,17.160152333333333,10.767216352941176,812.769555095238,0.36404451515151515,45.57834549350649,7.866771051948052
389688,2876012507,0,"[229472637, 156771914, 156771917, 229472638]",False,,Canal Way Cycle Route,cycleway,,True,535.4379999999999,,"LINESTRING (-6.2529015 53.3322163, -6.2530204 53.3322001, -6.2530315 53.3320815, -6.2532753 53.3320266, -6.2533534 53.3320104, -6.2534019 53.3320055, -6.2534512 53.3320004, -6.2547333 53.3317378, -6.2548727 53.3317505, -6.2560972 53.3314735, -6.2562074 53.3314483, -6.2570834 53.3312701, -6.2574111 53.3312024, -6.2578968 53.331102, -6.2585245 53.3309706, -6.2585897 53.3309611, -6.258787 53.3309216, -6.2589258 53.3308936, -6.2590322 53.3308727, -6.259476 53.3307976, -6.2597556 53.3307448, -6.2599004 53.3307047, -6.2599905 53.3306767, -6.2600986 53.3306287, -6.2601837 53.3305877, -6.2602105 53.3305708, -6.2602759 53.3305318)",,,,,,,,13.498146114317782,16.4702283997114,830.8852436812571,0.3634812890812891,54.78173389450056,9.123293625140292
389701,2370573134,0,"[368646825, 4215695]",True,3,Sussex Road,secondary,50,False,63.212,R138,"LINESTRING (-6.2514286 53.3311416, -6.2513835 53.331091, -6.251309 53.330967, -6.2512103 53.3308493, -6.2511009 53.3307306, -6.2509912 53.3306394)",,,,,,,,14.187400000000002,5.8668000000000005,815.3428,0.3912,45.099799999999995,5.4681999999999995
657346,325710355,0,8468553,False,2,Ellesmere Avenue,residential,30,False,46.804,,"LINESTRING (-6.2905375 53.3569245, -6.2905965 53.3569944, -6.2906929 53.3571086, -6.2908074 53.3572244, -6.2909064 53.3572788)",,,,,,,,18.771,17.668,810.782,0.369,25.920000000000005,6.121
657346,6206014788,0,"[563891696, 367873916]",False,2,North Circular Road,secondary,50,False,96.379,R101,"LINESTRING (-6.2905375 53.3569245, -6.2903843 53.3569566, -6.2899682 53.3570298, -6.2895471 53.3570959, -6.28914 53.3571592)",,,,,,,,17.0944,13.238639999999998,817.35908,0.4071199999999999,36.822759999999995,6.487639999999999
657346,12246878,0,"[563891696, 81982579]",False,2,North Circular Road,secondary,50,True,179.27899999999997,R101,"LINESTRING (-6.2905375 53.3569245, -6.2906769 53.3568869, -6.2907885 53.3568484, -6.291003 53.3567329, -6.2912598 53.356563, -6.2917367 53.3562361, -6.2922342 53.3558944, -6.2922715 53.3558704, -6.2924127 53.3557795)",,,,,,,,15.902731111111109,14.82369393939394,813.6230318518519,0.39323851851851843,38.92936,6.529133333333333
657350,15413104,0,376394516,False,2,North Circular Road,secondary,50,False,60.789,R101,"LINESTRING (-6.282432 53.3586753, -6.2815999 53.3589039)",,,,,,,,19.18166666666667,14.328916666666666,809.6886666666668,0.3765,47.74033333333333,6.800333333333334
657350,1972173710,0,11685016,False,2,Grangegorman Upper,residential,30,False,60.102,,"LINESTRING (-6.282432 53.3586753, -6.2823866 53.3586399, -6.2818802 53.3582467)",,,,,,,,4.459547619047619,10.066857142857142,788.832857142857,0.3314285714285714,57.898,7.235285714285713
657350,2523359114,0,"[376394515, 81982573]",False,2,North Circular Road,secondary,50,True,186.984,R101,"LINESTRING (-6.282432 53.3586753, -6.2826761 53.3586074, -6.2828486 53.3585594, -6.2841054 53.3582098, -6.2843626 53.3581383, -6.2850079 53.3579965)",,,,,,,,13.627464285714288,12.745215476190475,795.4412988095238,0.38342857142857145,49.27361666666667,7.392852380952381
657351,1972173713,0,11685019,False,2,Rathdown Road,tertiary,30,False,61.879,,"LINESTRING (-6.2806204 53.3591832, -6.2802247 53.3586793)",,,,,,,,5.785142857142858,9.258190476190476,791.4194285714285,0.3201428571428572,56.832142857142856,7.469428571428572
657351,791435878,0,376394516,False,2,North Circular Road,secondary,50,False,42.332,R101,"LINESTRING (-6.2806204 53.3591832, -6.2800429 53.3593449)",,,,,,,,19.18166666666667,14.328916666666666,809.6886666666668,0.3765,47.74033333333333,6.800333333333334
657351,15413104,0,376394516,False,2,North Circular Road,secondary,50,True,72.039,R101,"LINESTRING (-6.2806204 53.3591832, -6.2814375 53.3589502, -6.2815999 53.3589039)",,,,,,,,19.18166666666667,14.328916666666666,809.6886666666668,0.3765,47.74033333333333,6.800333333333334
658429,3042292885,0,4628796,True,2,Earlsfort Terrace,secondary,30,False,119.026,R840,"LINESTRING (-6.2572592 53.3361445, -6.2573189 53.3360406, -6.2575843 53.3355619, -6.2578241 53.3351947, -6.2578658 53.3351377)",,,,,,,,13.399666666666667,3.469166666666667,830.8165000000001,0.3936666666666666,48.25866666666667,6.820833333333333
658429,5057380370,0,508536642,True,3,St. Stephen's Green,secondary,30,False,26.166,R138,"LINESTRING (-6.2572592 53.3361445, -6.2571746 53.3362854, -6.2571209 53.3363648)",,,,,,,,40.797,34.559,860.899,0.414,39.35,7.594
658429,8914657805,0,963753636,True,2,St. Stephen's Green,secondary,30,False,68.678,R110,"LINESTRING (-6.2572592 53.3361445, -6.2573611 53.3361695, -6.2576692 53.3362523, -6.2581718 53.3364326)",,,,,,,,29.268266666666666,25.239066666666666,843.6451500000001,0.40646666666666664,43.45681666666667,7.411733333333334
658464,130782425,0,2110728,False,3,Leeson Street Lower,secondary,30,True,152.156,R138,"LINESTRING (-6.2552554 53.3344008, -6.2552298 53.3343762, -6.2551657 53.3343147, -6.2547258 53.3338922, -6.2541805 53.3333928, -6.2540443 53.3332667, -6.2540232 53.3332472)",,,,,,,,11.8495,11.3929375,816.229,0.37700000000000006,48.2525,7.200250000000001
658464,658465,0,4472590,True,3,Leeson Street Lower,secondary,30,False,46.5,R138,"LINESTRING (-6.2552554 53.3344008, -6.2553586 53.3344976, -6.2556282 53.3347548)",,,,,,,,26.4945,18.427,830.9145,0.38800000000000007,39.9115,7.141749999999999
658464,130253621,0,631925361,False,2,Hatch Street Lower,tertiary,30,True,54.553,,"LINESTRING (-6.2552554 53.3344008, -6.2553545 53.334368, -6.2553572 53.3343669, -6.2559581 53.3341467)",,,,,,,,13.2295,5.417,811.798,0.364,47.262,6.8065
658465,134974733,0,4472590,True,3,Leeson Street Lower,secondary,30,False,140.514,R138,"LINESTRING (-6.2556282 53.3347548, -6.2558484 53.3349708, -6.2559933 53.3351126, -6.2561616 53.3352776, -6.2563093 53.3354135, -6.2563549 53.3354541, -6.2563782 53.3354761, -6.2567398 53.33583)",,,,,,,,26.4945,18.427,830.9145,0.388,39.9115,7.14175
658465,4739234215,0,"[480973856, 14041028, 480973855]",False,,Stable Lane,service,30,False,94.031,,"LINESTRING (-6.2556282 53.3347548, -6.2555049 53.3347994, -6.2554686 53.3348125, -6.2553223 53.3348687, -6.25476 53.3350837, -6.2549496 53.3352858)",,,building_passage,alley,,,,20.54961111111111,13.036441666666667,818.6703777777778,0.3698333333333333,42.1801,6.828397222222222
658472,133357746,0,372223884,False,2,Fitzwilliam Street Lower,tertiary,50,True,10.731,,"LINESTRING (-6.24915 53.3367812, -6.2490684 53.3368645)",,,,,,,,32.413,33.662,838.836,0.41,35.576,8.208
658472,10261384429,0,547144822,True,1,Baggot Street Lower,secondary,30,False,7.485,R816,"LINESTRING (-6.24915 53.3367812, -6.2492469 53.3368156)",,,,,,,,26.07375,9.21725,817.0862500000001,0.3785,39.6645,7.1865000000000006
658472,27434872,0,8692149,False,2,Fitzwilliam Street Upper,tertiary,50,False,180.049,,"LINESTRING (-6.24915 53.3367812, -6.2492225 53.3367087, -6.250469 53.3354484, -6.2505296 53.3353872)",,,,,,,,21.61825,10.3645,826.21175,0.3845,39.79325,8.022
659695,510613442,0,37692282,False,2,Mountjoy Street,tertiary,30,True,30.483,,"LINESTRING (-6.2679372 53.3567507, -6.2679731 53.3564774)",,,,,,,,12.7686,9.1532,805.371,0.373,49.1164,5.2708
659695,1460494068,0,4395890,False,,Blessington Street,residential,30,True,118.866,,"LINESTRING (-6.2679372 53.3567507, -6.2680496 53.3567941, -6.2681916 53.3568215, -6.2695897 53.3571588)",,,,,,,,15.286,3.327,805.281,0.377,59.552,4.509
659695,983631049,0,4395891,True,2,Blessington Street,secondary,30,False,48.707,R135,"LINESTRING (-6.2679372 53.3567507, -6.2677796 53.3567086, -6.2672672 53.3565719)",,,,,,,,10.3095,4.465375,798.6827499999999,0.345,50.64075,5.638749999999999
659695,26867093,0,80448023,False,2,Berkeley Street,secondary,30,True,47.185,R135,"LINESTRING (-6.2679372 53.3567507, -6.2679474 53.3568088, -6.2679686 53.3568709, -6.2680128 53.3569343, -6.2680257 53.3569541, -6.2680346 53.3569677, -6.2680642 53.3570128, -6.2681739 53.3571473)",,,,,,,,9.761333333333331,7.588933333333333,812.141,0.3716666666666666,50.832,5.452000000000001
659696,26866018,0,673136293,False,2,Mountjoy Street,tertiary,30,False,19.894,,"LINESTRING (-6.2687959 53.3547524, -6.2686462 53.3549074)",,,,,,,,29.309,69.831,813.07,0.382,54.002,6.569
659696,26865983,0,4395693,True,1,Western Way,secondary,30,False,39.370000000000005,R135,"LINESTRING (-6.2687959 53.3547524, -6.2689143 53.3548179, -6.2691099 53.3548939, -6.269271 53.354963)",,,,,,,,20.157,24.632,817.65,0.419,56.222,6.25
659696,510613419,0,132759854,False,2,Mountjoy Street,tertiary,30,True,50.661,,"LINESTRING (-6.2687959 53.3547524, -6.2688837 53.3546601, -6.2691728 53.3543562)",,,,,,,,2.651666666666667,54.3305,802.2596666666667,0.345,58.34333333333333,5.415333333333333
659707,26866905,0,385558486,False,2,Berkeley Road,secondary,30,False,9.346,R135,"LINESTRING (-6.2697908 53.3593229, -6.2697991 53.359239)",,,,,,,,13.764,0.764,812.976,0.369,50.45,4.509
659707,26866982,0,7990024,False,1,Saint Vincent Street North,residential,30,True,73.846,,"LINESTRING (-6.2697908 53.3593229, -6.270126 53.3593634, -6.2708799 53.3594592)",,,,,,,,5.389,43.49516666666667,820.9784999999998,0.3885,83.5715,3.747
659745,25261964,0,4395699,True,2,Saint Mary's Place,secondary,30,False,47.127,R135,"LINESTRING (-6.2669211 53.3542147, -6.2675199 53.3544425)",,,,,,,,24.549,21.619,819.386,0.388,50.256,6.383
659745,4889078007,0,150800558,False,3,Dorset Street Upper,secondary,50,True,50.305,R132,"LINESTRING (-6.2669211 53.3542147, -6.2665247 53.3546003)",,,,,,,,18.846,13.03225,819.92075,0.399,49.73025,6.75075
659745,12119108,0,4396161,False,2,Dorset Street Upper,secondary,50,True,166.82000000000002,R804,"LINESTRING (-6.2669211 53.3542147, -6.2680622 53.353174, -6.2682157 53.3530327, -6.268296 53.3529588)",,,,,,,,24.2415,20.169,826.716,0.415,47.41325,7.149
659747,4692697076,0,4395952,True,1,Cavendish Row,secondary,30,False,45.991,R132,"LINESTRING (-6.2617474 53.352997, -6.2616134 53.3527349, -6.2616077 53.3526956, -6.2616034 53.3526659, -6.2616243 53.3525967)",,,,,,,,19.3495,28.094,815.7840000000001,0.3835,52.448,5.6355
659747,3621526490,0,37692415,True,2,Cavendish Row,secondary,30,False,34.791,R132,"LINESTRING (-6.2617474 53.352997, -6.2614498 53.3527615, -6.261428 53.3527492)",,,,,,,,16.247,11.067,810.5949999999999,0.36400000000000005,46.109,6.889
659782,2376978158,0,229119089,True,2,Parnell Street,unclassified,30,False,38.936,,"LINESTRING (-6.2685781 53.3497856, -6.2680405 53.3499257)",,,,,,,,7.132,7.43025,816.5709999999999,0.3765,53.6305,7.7865
659782,411503310,0,"[915818301, 1062391647]",False,,Parnell Street,pedestrian,30,False,45.984,,"LINESTRING (-6.2685781 53.3497856, -6.2690309 53.3496776, -6.2692218 53.3496327)",,,,,,,,4.480777777777778,57.66813666666667,807.7474222222223,0.37103333333333327,53.99883333333333,6.923455555555556
659783,411503310,0,4396053,False,2,Capel Street,pedestrian,30,True,16.489,,"LINESTRING (-6.2691698 53.3494877, -6.2692218 53.3496327)",,,,,,,,4.819,50.0898,820.557,0.364,53.891,7.027
659783,26868033,0,244844370,True,2,Capel Street,pedestrian,30,False,117.418,,"LINESTRING (-6.2691698 53.3494877, -6.2687897 53.3484564)",,,,,,,,12.80525,1.2488571428571429,823.127,0.367,49.6785,7.30975
659783,3930990728,0,1062391646,False,,Little Britain Street,pedestrian,30,True,31.935,,"LINESTRING (-6.2691698 53.3494877, -6.2696136 53.3493768)",,,,,,,,14.071408333333334,33.18680904761905,806.1909666666667,0.34586666666666666,51.9692,6.341341666666667
659784,9773888383,0,4396056,True,2,Grattan Bridge,tertiary,30,False,4.828,,"LINESTRING (-6.2678881 53.3460812, -6.267878 53.3460382)",,,,,,,,25.371,55.683,843.265,0.494,62.437,6.248
659784,18940355,0,3791905,True,3,Ormond Quay Lower,secondary,30,False,146.32999999999998,R148,"LINESTRING (-6.2678881 53.3460812, -6.2668561 53.3461542, -6.2657034 53.3462557)",,,,,,,,36.59585714285714,11.768285714285716,832.8862857142857,0.4039999999999999,41.39485714285714,6.515428571428572
659788,195865275,0,4396046,True,,Liffey Street Lower,residential,30,False,73.999,,"LINESTRING (-6.2636112 53.347914, -6.2636365 53.3478986, -6.2636443 53.3478832, -6.263417 53.3472702)",,,,,,,,13.438,38.9034,813.4786666666668,0.3636666666666666,49.332,7.073
659788,3451120770,0,39994843,True,1,Middle Abbey Street,residential,30,False,14.322,,"LINESTRING (-6.2636112 53.347914, -6.2637049 53.3479262, -6.2638233 53.3479151)",,,,,,,,12.765499999999998,10.058,830.9249999999998,0.335,49.20099999999999,6.274
659795,5591654764,0,488735970,True,3,Westmoreland Street,secondary,30,False,40.354,R138,"LINESTRING (-6.2591475 53.3453253, -6.2591428 53.3456406, -6.2591418 53.3456882)",,,,,,,,28.934,57.5755,827.3669999999998,0.401,29.804999999999996,6.663
659795,6937341102,0,521995022,False,,,cycleway,,True,11.666999999999998,,"LINESTRING (-6.2591475 53.3453253, -6.2592018 53.3453151, -6.2592388 53.3452811, -6.2592504 53.3452515)",,2,,,,,,38.1476,43.67595714285714,847.1529999999999,0.421,30.3122,8.366399999999999
659799,90252298,0,3791031,False,3,Clare Street,secondary,30,False,103.581,R118,"LINESTRING (-6.2507642 53.3411734, -6.2509079 53.3412241, -6.2509537 53.3412393, -6.2510039 53.341256, -6.2515434 53.3414351, -6.2521267 53.3416272)",,,,,,,,18.839666666666663,15.196000000000003,824.0210000000001,0.381,42.782999999999994,4.792333333333334
659799,32334797,0,"[3791034, 1032409493]",False,2,Merrion Square North,secondary,50,False,313.559,R118,"LINESTRING (-6.2507642 53.3411734, -6.2505565 53.3410991, -6.250423 53.3410482, -6.2500585 53.340907, -6.2491952 53.3406068, -6.2478612 53.340138, -6.2477421 53.3400949, -6.2475011 53.3400077, -6.2472882 53.3399312, -6.2467104 53.339727)",,,,,,,,20.020509333333333,14.71172,821.484138,0.39102800000000004,43.55463999999999,5.680398666666667
659799,2395162521,0,"[4074528, 1086316926]",False,2,Merrion Square West,tertiary,30,False,107.646,,"LINESTRING (-6.2507642 53.3411734, -6.2508227 53.3410825, -6.2508494 53.3410536, -6.2508795 53.341021, -6.2510038 53.3408866, -6.2515277 53.3403203)",,,,,,,,19.577388888888887,13.718670833333334,826.7959166666668,0.3873666666666667,42.226416666666665,5.405427777777778
659802,10261384433,0,"[1051686211, 1154356358, 1154356359, 730041655, 4074527]",False,2,Merrion Square South,tertiary,30,False,326.622,,"LINESTRING (-6.2520462 53.3397594, -6.2519124 53.3397124, -6.2518789 53.3397006, -6.2512479 53.339479, -6.2510581 53.3394108, -6.2508405 53.3393325, -6.2505654 53.3392337, -6.2505128 53.3392149, -6.2500961 53.3390708, -6.2491784 53.3387571, -6.2481372 53.3383861, -6.2478581 53.3382881, -6.2478062 53.3382699)",,,,,,,,18.565984615384615,11.098830641025641,823.9026638461538,0.3784887179487179,41.40471871794872,6.485021794871795
659802,135224145,0,887900301,False,2,Merrion Street Upper,tertiary,30,False,57.30800000000001,,"LINESTRING (-6.2520462 53.3397594, -6.2520609 53.3397448, -6.252121 53.3396816, -6.252382 53.3394165, -6.2524819 53.3393145)",,,,,,,,18.018,15.383625,834.4275,0.394,43.9015,7.536500000000001
659802,2395162521,0,1086316926,False,2,Merrion Square West,tertiary,30,True,71.238,,"LINESTRING (-6.2520462 53.3397594, -6.2519216 53.3398942, -6.2515277 53.3403203)",,,,,,,,18.018,15.383625,834.4275000000001,0.39399999999999996,43.9015,7.536500000000001
659803,10261384465,0,4925959,False,3,Mount Street Lower,secondary,50,False,6.665,R118,"LINESTRING (-6.2463552 53.3395938, -6.2462681 53.339564)",,,,,,,,21.101,11.369,826.598,0.375,42.1185,6.7415
659803,10261384437,0,30789748,False,2,Merrion Square North,secondary,50,True,8.005,R118,"LINESTRING (-6.2463552 53.3395938, -6.2464573 53.3396321)",,,,,,,,26.504,21.898,838.413,0.398,40.328,6.843
659803,659804,0,4074529,False,2,Merrion Square East,tertiary,50,False,175.745,,"LINESTRING (-6.2463552 53.3395938, -6.2464638 53.3394806, -6.2470087 53.3389157, -6.2476209 53.3383099, -6.2476993 53.3382323)",,,,,,,,22.801,15.848250000000002,834.4592500000001,0.3925,39.56775,7.20275
659804,10261384433,0,4074527,False,2,Merrion Square South,tertiary,30,True,8.237,,"LINESTRING (-6.2476993 53.3382323, -6.2478062 53.3382699)",,,,,,,,18.794,9.3375,828.9781999999999,0.3888,42.8454,5.94
659804,10261384468,0,4926027,False,2,Mount Street Upper,tertiary,30,False,5.974,,"LINESTRING (-6.2476993 53.3382323, -6.2476225 53.3382043)",,,,,,,,10.1455,5.486666666666667,812.9755,0.3586666666666667,44.344166666666666,6.228666666666666
659804,659803,0,4074529,False,2,Merrion Square East,tertiary,50,True,175.74499999999998,,"LINESTRING (-6.2476993 53.3382323, -6.2476209 53.3383099, -6.2470087 53.3389157, -6.2464638 53.3394806, -6.2463552 53.3395938)",,,,,,,,22.801,15.848250000000002,834.4592500000001,0.3925,39.56775,7.20275
659804,10611876675,0,4078064,False,2,Fitzwilliam Street Lower,tertiary,50,False,86.851,,"LINESTRING (-6.2476993 53.3382323, -6.2477947 53.3381394, -6.248383 53.3375664)",,,,,,,,22.63775,5.49025,827.51575,0.39525000000000005,39.0865,6.9647499999999996
659805,323134794,0,3792491,True,2,Baggot Street Lower,secondary,30,False,52.035,R138,"LINESTRING (-6.2536281 53.3381471, -6.2529075 53.3379631)",,,,,,,,30.215666666666667,29.87133333333333,847.843,0.4416666666666666,38.96866666666667,7.236333333333333
659805,2396546894,0,125872847,False,2,Merrion Street Upper,tertiary,30,True,35.387,,"LINESTRING (-6.2536281 53.3381471, -6.2535568 53.3381973, -6.253528 53.3382176, -6.2533336 53.3384113)",,,,,,,,21.37,18.039875,836.496,0.41,42.1865,6.8085
659805,659806,0,949001028,True,,,cycleway,,False,74.579,,"LINESTRING (-6.2536281 53.3381471, -6.2536584 53.3380834, -6.2540527 53.3375645, -6.2541086 53.3375551)",,,,,,,,21.456975,17.034881249999998,826.0980999999999,0.3828333333333333,44.23558333333333,6.9877
659806,4715529975,0,10577341,False,,Ely Place,unclassified,30,False,24.737,,"LINESTRING (-6.2541086 53.3375551, -6.2542576 53.3373512)",,,,,,,,18.97828333333333,13.079266666666664,819.9264499999999,0.36911666666666665,46.774316666666664,6.964366666666667
659806,659805,0,3792428,True,2,Ely Place,tertiary,30,False,73.27900000000001,,"LINESTRING (-6.2541086 53.3375551, -6.2536943 53.3380926, -6.2536281 53.3381471)",,,,,,,,17.9105,12.441999999999998,825.39,0.36800000000000005,45.9485,7.3495
659806,3136024185,0,949001028,True,,,cycleway,,False,122.536,,"LINESTRING (-6.2541086 53.3375551, -6.2541761 53.3375389, -6.2542255 53.3375515, -6.2557118 53.3379325, -6.2557506 53.3379425, -6.2557705 53.3379759)",,,,,,,,23.644777777777776,38.08884722222222,822.29805,0.3710222222222222,50.44567222222222,6.822005555555556
659807,9936781,0,52879956,True,2,St. Stephen's Green,secondary,30,False,4.622,R138,"LINESTRING (-6.2558594 53.3380021, -6.2558308 53.33804)",,,,,,,,29.538,16.761,847.981,0.382,38.662,7.662
659807,3136024185,0,493540025,True,2,Hume Street,tertiary,30,False,6.582,,"LINESTRING (-6.2558594 53.3380021, -6.2557705 53.3379759)",,,,,,,,24.954,27.706,818.872,0.365,55.0,5.374
