u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,access,width,tunnel,service,bridge,junction,est_width
389365,20447279,0,14047787,False,2,Gardiner Row,tertiary,30,False,80.53,,"LINESTRING (-6.2635331 53.354535, -6.2634379 53.3545818, -6.2633446 53.3546301, -6.2628465 53.3549148, -6.2626435 53.3550272)",,,,,,,
389365,133459438,0,37692391,False,2,Frederick Street North,secondary,30,True,63.452,R132,"LINESTRING (-6.2635331 53.354535, -6.2635999 53.3545965, -6.2636602 53.3546521, -6.2640683 53.3550078)",,,,,,,
389372,10204133784,0,4472602,False,2,Seville Place,secondary,50,False,48.867000000000004,R101,"LINESTRING (-6.2466832 53.3547073, -6.2465031 53.3545914, -6.2464119 53.3545248, -6.24621 53.354371)",,,,,,,
389372,131031234,0,37866820,False,2,Portland Row,secondary,50,True,30.953000000000003,R101,"LINESTRING (-6.2466832 53.3547073, -6.2467775 53.3547774, -6.2468187 53.3548071, -6.246979 53.3549225)",,,,,,,
389372,581595904,0,130277328,True,4,North Strand Road,secondary,50,False,31.782999999999998,R105,"LINESTRING (-6.2466832 53.3547073, -6.2465501 53.3548233, -6.2464207 53.3549463)",,,,,,,
389372,131037926,0,354359921,False,4,Amiens Street,secondary,50,True,191.51999999999998,R105,"LINESTRING (-6.2466832 53.3547073, -6.2467659 53.3546294, -6.2474421 53.3539932, -6.2476425 53.3538045, -6.2477435 53.3537091, -6.2479425 53.3535212, -6.2480663 53.3534157, -6.2482417 53.3532579)",,,,,,,
389379,1396443488,0,37865178,False,5,Amiens Street,secondary,50,True,55.67,R105,"LINESTRING (-6.2497586 53.351823, -6.2500665 53.3513573)",,,,,,,
389379,2573198191,0,37865179,False,4,Amiens Street,secondary,50,False,7.448,R105,"LINESTRING (-6.2497586 53.351823, -6.2497187 53.3518856)",,,,,,,
389379,3677085143,0,"[162745568, 1070300806, 44705512, 44705513, 638750206]",False,2,Sheriff Street Lower,tertiary,30,True,187.57100000000003,,"LINESTRING (-6.2497586 53.351823, -6.2495339 53.351818, -6.2492141 53.351781, -6.2489158 53.3517603, -6.2483043 53.3517195, -6.2469529 53.3516294)",,,yes,,,,
389607,9773888393,0,8075819,True,,Lincoln Lane,unclassified,30,False,4.228,,"LINESTRING (-6.2774435 53.3460737, -6.2774251 53.3461101)",,,,,,,
389607,14955953,0,361409608,True,2,Arran Quay,secondary,50,False,124.257,R148,"LINESTRING (-6.2774435 53.3460737, -6.2765851 53.3459106, -6.2764156 53.3458877, -6.2758012 53.3458195, -6.2756299 53.3458083)",,7.8,,,,,
389620,3594373498,0,917411677,False,4,Thomas Street,secondary,50,False,18.577,R810,"LINESTRING (-6.284856 53.3434801, -6.2845799 53.3434529)",,,,,,,
389620,9984256997,0,52881219,False,3,James's Street,secondary,50,True,63.149,R810,"LINESTRING (-6.284856 53.3434801, -6.285423 53.3435233, -6.2858 53.34355)",,,,,,,
389629,117707328,0,3789576,True,2,Wolfe Tone Quay,secondary,50,False,36.622,R148,"LINESTRING (-6.2904809 53.3474581, -6.2899687 53.3473357)",,,,,,,
389632,26914227,0,52881502,False,2,Military Road,tertiary,50,False,8.406,,"LINESTRING (-6.2961658 53.3457913, -6.2961803 53.3458664)",,,,,,,
389632,1062483018,0,33925610,False,2,Military Road,tertiary,30,True,56.071,,"LINESTRING (-6.2961658 53.3457913, -6.2961571 53.345689, -6.2962176 53.3452888)",,,,,,,
389632,9802652708,0,33925612,True,3,Saint John's Road West,secondary,60,False,200.25900000000001,R148,"LINESTRING (-6.2961658 53.3457913, -6.2982185 53.3456003, -6.2988274 53.3455192, -6.299132 53.3454703)",,,,,,,
389635,2372740891,0,33925610,False,2,Military Road,tertiary,30,False,25.323,,"LINESTRING (-6.2972151 53.3434165, -6.2972293 53.3434459, -6.2972132 53.3434708, -6.2970773 53.3436207)",,,,,,,
389635,366987125,0,33925611,False,2,Irwin Street,tertiary,30,True,16.047,,"LINESTRING (-6.2972151 53.3434165, -6.2971808 53.3433685, -6.2971209 53.3432836)",,,,,,,
389635,2024552455,0,"[128191912, 128191913]",False,,,service,15,False,113.85400000000001,,"LINESTRING (-6.2972151 53.3434165, -6.2973335 53.3433505, -6.2974153 53.3433287, -6.2976776 53.3432449, -6.2980701 53.3431707, -6.2988014 53.3430604)",,,,,,,
389643,9800236714,0,1067394354,False,4,Conyngham Road,secondary,50,False,26.836,R109,"LINESTRING (-6.2967409 53.3481904, -6.2963368 53.348183)",,,,,,,
389643,8665974543,0,326874928,False,3,Conyngham Road,secondary,50,True,14.931999999999999,R109,"LINESTRING (-6.2967409 53.3481904, -6.2968109 53.3481924, -6.2969657 53.3481952)",,,,,,,
389643,462642670,0,935165795,True,1,Chesterfield Avenue,tertiary,30,False,67.991,,"LINESTRING (-6.2967409 53.3481904, -6.2967371 53.3483036, -6.2969293 53.348381, -6.2973728 53.348543, -6.2973899 53.3485914)",,,,,,,
389661,5354204879,0,227767350,False,,,service,30,True,57.388999999999996,,"LINESTRING (-6.2725535 53.3378407, -6.2726815 53.3378379, -6.27333 53.3378346, -6.2734044 53.3378624)",,,,alley,,,
389661,458897156,0,933069654,True,2,New Street South,secondary,50,False,64.61,R137,"LINESTRING (-6.2725535 53.3378407, -6.2725564 53.3379226, -6.2725762 53.3380398, -6.2726453 53.3384189)",,,,,,,
389663,2383668112,0,341583777,False,3,Redmonds Hill,secondary,30,True,65.906,R114,"LINESTRING (-6.2660887 53.3383958, -6.2658624 53.3378187)",,,,,,,
389663,2384200130,0,3791744,False,3,Aungier Street,secondary,30,False,15.889999999999999,R114,"LINESTRING (-6.2660887 53.3383958, -6.2660965 53.3384254, -6.2661097 53.3384454, -6.2661144 53.3384906, -6.2661082 53.3385366)",,,,,,,
389663,3566241825,0,14039867,False,2,Digges Street Upper,residential,30,False,69.094,,"LINESTRING (-6.2660887 53.3383958, -6.2659611 53.3384, -6.2656598 53.3384011, -6.2650483 53.3383958)",,,,,,,
389664,26165089,0,2110697,True,1,St. Stephen's Green,unclassified,30,False,27.11,,"LINESTRING (-6.2619539 53.3384734, -6.2617923 53.3386973)",,,,,,,
389664,133318455,0,14040068,False,,Proud's Lane,service,30,False,99.337,,"LINESTRING (-6.2619539 53.3384734, -6.2620274 53.3384943, -6.262455 53.3385756, -6.2629313 53.3386698, -6.2628204 53.3388871, -6.2627945 53.3389347)",,,,,,,
389666,2383668109,0,2294382,True,2,Cuffe Street,secondary,30,False,23.626,R110,"LINESTRING (-6.2657876 53.3375973, -6.2656677 53.3376585, -6.2654696 53.3376595)",,,,,,,
389666,2383668108,0,5826349,False,2,Wexford Street,secondary,30,False,21.158,R114,"LINESTRING (-6.2657876 53.3375973, -6.2657673 53.3375055, -6.2657419 53.337409)",,,,,,,
389666,2383668112,0,5976022,False,3,Redmonds Hill,secondary,30,False,25.119,R114,"LINESTRING (-6.2657876 53.3375973, -6.2658281 53.3377071, -6.2658624 53.3378187)",,,,,,,
389666,2383668119,0,532427446,False,3,Kevin Street Lower,secondary,30,True,22.837,R110,"LINESTRING (-6.2657876 53.3375973, -6.2659205 53.3375855, -6.26613 53.3375818)",,,,,,,
389667,133287045,0,4628792,False,4,Camden Street Lower,secondary,30,False,84.298,R114,"LINESTRING (-6.2652056 53.3354833, -6.2652279 53.3352373, -6.2652338 53.3351251, -6.2652546 53.3347258)",,,,,,,
389667,449374189,0,8080823,True,1,Pleasants Street,residential,30,False,57.365,,"LINESTRING (-6.2652056 53.3354833, -6.2653052 53.3354816, -6.2654668 53.3354789, -6.2660622 53.3354232)",,,,,,,
389667,133287054,0,14038815,False,,Camden Place,service,30,False,75.675,,"LINESTRING (-6.2652056 53.3354833, -6.2650697 53.3354827, -6.2649701 53.3354822, -6.2640659 53.335479)",,,,alley,,,
389667,5113848602,0,77616869,False,3,Camden Street Lower,secondary,30,True,77.59899999999999,R114,"LINESTRING (-6.2652056 53.3354833, -6.2652062 53.3355438, -6.2652064 53.3355641, -6.265207 53.3356182, -6.265341 53.3361223, -6.2653568 53.336174)",,,,,,,
389676,340862535,0,4628793,True,3,Camden Street Upper,secondary,30,False,102.684,R114,"LINESTRING (-6.2648597 53.3325969, -6.2651057 53.3335086)",,,,,,,
389676,340862530,0,13894939,False,4,Harrington Street,secondary,50,True,50.007000000000005,R811,"LINESTRING (-6.2648597 53.3325969, -6.265012 53.3325927, -6.265612 53.3325764)",,,,,,,
389677,130253647,0,13873181,False,3,Richmond Street South,secondary,50,False,42.253,R114,"LINESTRING (-6.2645251 53.3311096, -6.2644223 53.3307346)",,,,,,,
389677,130158421,0,13873180,True,1,Richmond Street South,secondary,50,False,28.041,R114,"LINESTRING (-6.2645251 53.3311096, -6.2645639 53.3311753, -6.2646091 53.3313558)",,,,,,,
389678,3393157382,0,238334895,False,3,La Touche Bridge,secondary,30,False,4.856,R114,"LINESTRING (-6.2642964 53.3302312, -6.2642883 53.3301878)",,,,,,,
389678,130253647,0,13873181,False,3,Richmond Street South,secondary,50,True,56.604,R114,"LINESTRING (-6.2642964 53.3302312, -6.2643057 53.3302788, -6.2643999 53.3306602, -6.2644223 53.3307346)",,,,,,,
389678,130158809,0,40070420,True,1,Portobello Harbour,unclassified,30,False,84.958,,"LINESTRING (-6.2642964 53.3302312, -6.2643884 53.3302146, -6.2646406 53.3302019, -6.2647146 53.3301987, -6.2647986 53.3301959, -6.2648466 53.3302023, -6.2648933 53.3302179, -6.2649586 53.3302504, -6.2650005 53.3302937, -6.2650308 53.330592)",,,,,,,
389680,49245967,0,49974590,True,3,Harcourt Road,secondary,50,False,62.726,R114,"LINESTRING (-6.2634933 53.3327098, -6.2637991 53.332683, -6.2640929 53.3326487, -6.2644261 53.3326219)",,,,,,,
389681,1316646544,0,"[4628795, 1061460116]",True,2,Harcourt Street,secondary,30,False,25.381,R811,"LINESTRING (-6.2631819 53.3338127, -6.263091 53.3338401, -6.2629868 53.3338843, -6.2629833 53.3339754)",,,,,,,
389681,26164989,0,"[1061460113, 1061460118, 4628791]",True,2,Harcourt Street,secondary,30,False,139.546,R114,"LINESTRING (-6.2631819 53.3338127, -6.2630658 53.3338089, -6.2629817 53.3337902, -6.2629554 53.3337844, -6.2629066 53.3337491, -6.2627606 53.3333727, -6.2627211 53.3332709, -6.2626268 53.3330289, -6.2626224 53.3329911, -6.262624 53.3329572, -6.2626415 53.3329088, -6.2626751 53.3328528, -6.262817 53.3327299)",,,,,,,
389685,3311136961,0,4628790,True,2,Charlotte Way,secondary,30,False,17.0,R114,"LINESTRING (-6.2651742 53.333871, -6.2650757 53.3338207, -6.265012 53.3337555)",,,,,,,
389685,130157168,0,75741007,False,3,Camden Street Lower,secondary,30,True,31.016000000000002,R114,"LINESTRING (-6.2651742 53.333871, -6.2652571 53.3340264, -6.2652722 53.3340684, -6.2652779 53.3341412)",,,,,,,
389688,9101069,0,290637300,False,4,Leeson Street Upper,secondary,50,True,6.462,R138,"LINESTRING (-6.2529015 53.3322163, -6.2529551 53.3322648)",,,,,,,
389688,9100868,0,"[681475952, 33854576, 4934590, 4934591]",False,4,"['Leeson Street Lower', 'Leeson Street Upper']",secondary,50,True,36.345,R138,"LINESTRING (-6.2529015 53.3322163, -6.2528774 53.33219, -6.2528441 53.3321538, -6.2527761 53.3320619, -6.2527248 53.3319977, -6.2526732 53.3319196)",,,,,yes,,
389688,2876012550,0,"[10577139, 13872814]",False,,,cycleway,,"[False, True]",538.852,,"LINESTRING (-6.2529015 53.3322163, -6.2527749 53.3322359, -6.2516764 53.332557, -6.2501794 53.3330019, -6.2499468 53.3330685, -6.2492442 53.3332791, -6.2473896 53.3338308, -6.2462144 53.334173, -6.2458286 53.3342799, -6.2456126 53.3343427)",,,,,,,
389688,2876012507,0,"[229472637, 156771914, 156771917, 229472638]",False,,Canal Way Cycle Route,cycleway,,True,535.4379999999999,,"LINESTRING (-6.2529015 53.3322163, -6.2530204 53.3322001, -6.2530315 53.3320815, -6.2532753 53.3320266, -6.2533534 53.3320104, -6.2534019 53.3320055, -6.2534512 53.3320004, -6.2547333 53.3317378, -6.2548727 53.3317505, -6.2560972 53.3314735, -6.2562074 53.3314483, -6.2570834 53.3312701, -6.2574111 53.3312024, -6.2578968 53.331102, -6.2585245 53.3309706, -6.2585897 53.3309611, -6.258787 53.3309216, -6.2589258 53.3308936, -6.2590322 53.3308727, -6.259476 53.3307976, -6.2597556 53.3307448, -6.2599004 53.3307047, -6.2599905 53.3306767, -6.2600986 53.3306287, -6.2601837 53.3305877, -6.2602105 53.3305708, -6.2602759 53.3305318)",,,,,,,
389701,2370573134,0,"[368646825, 4215695]",True,3,Sussex Road,secondary,50,False,63.212,R138,"LINESTRING (-6.2514286 53.3311416, -6.2513835 53.331091, -6.251309 53.330967, -6.2512103 53.3308493, -6.2511009 53.3307306, -6.2509912 53.3306394)",,,,,,,
657346,325710355,0,8468553,False,2,Ellesmere Avenue,residential,30,False,46.803999999999995,,"LINESTRING (-6.2905375 53.3569245, -6.2905965 53.3569944, -6.2906929 53.3571086, -6.2908074 53.3572244, -6.2909064 53.3572788)",,,,,,,
657346,6206014788,0,"[563891696, 367873916]",False,2,North Circular Road,secondary,50,False,96.379,R101,"LINESTRING (-6.2905375 53.3569245, -6.2903843 53.3569566, -6.2899682 53.3570298, -6.2895471 53.3570959, -6.28914 53.3571592)",,,,,,,
657346,12246878,0,"[563891696, 81982579]",False,2,North Circular Road,secondary,50,True,179.27899999999997,R101,"LINESTRING (-6.2905375 53.3569245, -6.2906769 53.3568869, -6.2907885 53.3568484, -6.291003 53.3567329, -6.2912598 53.356563, -6.2917367 53.3562361, -6.2922342 53.3558944, -6.2922715 53.3558704, -6.2924127 53.3557795)",,,,,,,
657350,15413104,0,376394516,False,2,North Circular Road,secondary,50,False,60.789,R101,"LINESTRING (-6.282432 53.3586753, -6.2815999 53.3589039)",,,,,,,
657350,1972173710,0,11685016,False,2,Grangegorman Upper,residential,30,False,60.102000000000004,,"LINESTRING (-6.282432 53.3586753, -6.2823866 53.3586399, -6.2818802 53.3582467)",,,,,,,
657350,2523359114,0,"[376394515, 81982573]",False,2,North Circular Road,secondary,50,True,186.98399999999998,R101,"LINESTRING (-6.282432 53.3586753, -6.2826761 53.3586074, -6.2828486 53.3585594, -6.2841054 53.3582098, -6.2843626 53.3581383, -6.2850079 53.3579965)",,,,,,,
657351,1972173713,0,11685019,False,2,Rathdown Road,tertiary,30,False,61.879,,"LINESTRING (-6.2806204 53.3591832, -6.2802247 53.3586793)",,,,,,,
657351,791435878,0,376394516,False,2,North Circular Road,secondary,50,False,42.332,R101,"LINESTRING (-6.2806204 53.3591832, -6.2800429 53.3593449)",,,,,,,
657351,15413104,0,376394516,False,2,North Circular Road,secondary,50,True,72.039,R101,"LINESTRING (-6.2806204 53.3591832, -6.2814375 53.3589502, -6.2815999 53.3589039)",,,,,,,
658429,3042292885,0,4628796,True,2,Earlsfort Terrace,secondary,30,False,119.02600000000001,R840,"LINESTRING (-6.2572592 53.3361445, -6.2573189 53.3360406, -6.2575843 53.3355619, -6.2578241 53.3351947, -6.2578658 53.3351377)",,,,,,,
658429,5057380370,0,508536642,True,3,St. Stephen's Green,secondary,30,False,26.165999999999997,R138,"LINESTRING (-6.2572592 53.3361445, -6.2571746 53.3362854, -6.2571209 53.3363648)",,,,,,,
658429,8914657805,0,963753636,True,2,St. Stephen's Green,secondary,30,False,68.678,R110,"LINESTRING (-6.2572592 53.3361445, -6.2573611 53.3361695, -6.2576692 53.3362523, -6.2581718 53.3364326)",,,,,,,
658464,130782425,0,2110728,False,3,Leeson Street Lower,secondary,30,True,152.156,R138,"LINESTRING (-6.2552554 53.3344008, -6.2552298 53.3343762, -6.2551657 53.3343147, -6.2547258 53.3338922, -6.2541805 53.3333928, -6.2540443 53.3332667, -6.2540232 53.3332472)",,,,,,,
658464,658465,0,4472590,True,3,Leeson Street Lower,secondary,30,False,46.5,R138,"LINESTRING (-6.2552554 53.3344008, -6.2553586 53.3344976, -6.2556282 53.3347548)",,,,,,,
658464,130253621,0,631925361,False,2,Hatch Street Lower,tertiary,30,True,54.553000000000004,,"LINESTRING (-6.2552554 53.3344008, -6.2553545 53.334368, -6.2553572 53.3343669, -6.2559581 53.3341467)",,,,,,,
658465,134974733,0,4472590,True,3,Leeson Street Lower,secondary,30,False,140.514,R138,"LINESTRING (-6.2556282 53.3347548, -6.2558484 53.3349708, -6.2559933 53.3351126, -6.2561616 53.3352776, -6.2563093 53.3354135, -6.2563549 53.3354541, -6.2563782 53.3354761, -6.2567398 53.33583)",,,,,,,
658465,4739234215,0,"[480973856, 14041028, 480973855]",False,,Stable Lane,service,30,False,94.03099999999999,,"LINESTRING (-6.2556282 53.3347548, -6.2555049 53.3347994, -6.2554686 53.3348125, -6.2553223 53.3348687, -6.25476 53.3350837, -6.2549496 53.3352858)",,,building_passage,alley,,,
658472,133357746,0,372223884,False,2,Fitzwilliam Street Lower,tertiary,50,True,10.731,,"LINESTRING (-6.24915 53.3367812, -6.2490684 53.3368645)",,,,,,,
658472,10261384429,0,547144822,True,1,Baggot Street Lower,secondary,30,False,7.485,R816,"LINESTRING (-6.24915 53.3367812, -6.2492469 53.3368156)",,,,,,,
658472,27434872,0,8692149,False,2,Fitzwilliam Street Upper,tertiary,50,False,180.049,,"LINESTRING (-6.24915 53.3367812, -6.2492225 53.3367087, -6.250469 53.3354484, -6.2505296 53.3353872)",,,,,,,
659695,510613442,0,37692282,False,2,Mountjoy Street,tertiary,30,True,30.483,,"LINESTRING (-6.2679372 53.3567507, -6.2679731 53.3564774)",,,,,,,
659695,1460494068,0,4395890,False,,Blessington Street,residential,30,True,118.866,,"LINESTRING (-6.2679372 53.3567507, -6.2680496 53.3567941, -6.2681916 53.3568215, -6.2695897 53.3571588)",,,,,,,
659695,983631049,0,4395891,True,2,Blessington Street,secondary,30,False,48.706999999999994,R135,"LINESTRING (-6.2679372 53.3567507, -6.2677796 53.3567086, -6.2672672 53.3565719)",,,,,,,
659695,26867093,0,80448023,False,2,Berkeley Street,secondary,30,True,47.184999999999995,R135,"LINESTRING (-6.2679372 53.3567507, -6.2679474 53.3568088, -6.2679686 53.3568709, -6.2680128 53.3569343, -6.2680257 53.3569541, -6.2680346 53.3569677, -6.2680642 53.3570128, -6.2681739 53.3571473)",,,,,,,
659696,26866018,0,673136293,False,2,Mountjoy Street,tertiary,30,False,19.894,,"LINESTRING (-6.2687959 53.3547524, -6.2686462 53.3549074)",,,,,,,
659696,26865983,0,4395693,True,1,Western Way,secondary,30,False,39.370000000000005,R135,"LINESTRING (-6.2687959 53.3547524, -6.2689143 53.3548179, -6.2691099 53.3548939, -6.269271 53.354963)",,,,,,,
659696,510613419,0,132759854,False,2,Mountjoy Street,tertiary,30,True,50.661,,"LINESTRING (-6.2687959 53.3547524, -6.2688837 53.3546601, -6.2691728 53.3543562)",,,,,,,
659707,26866905,0,385558486,False,2,Berkeley Road,secondary,30,False,9.346,R135,"LINESTRING (-6.2697908 53.3593229, -6.2697991 53.359239)",,,,,,,
659707,26866982,0,7990024,False,1,Saint Vincent Street North,residential,30,True,73.846,,"LINESTRING (-6.2697908 53.3593229, -6.270126 53.3593634, -6.2708799 53.3594592)",,,,,,,
659745,25261964,0,4395699,True,2,Saint Mary's Place,secondary,30,False,47.127,R135,"LINESTRING (-6.2669211 53.3542147, -6.2675199 53.3544425)",,,,,,,
659745,4889078007,0,150800558,False,3,Dorset Street Upper,secondary,50,True,50.305,R132,"LINESTRING (-6.2669211 53.3542147, -6.2665247 53.3546003)",,,,,,,
659745,12119108,0,4396161,False,2,Dorset Street Upper,secondary,50,True,166.82000000000002,R804,"LINESTRING (-6.2669211 53.3542147, -6.2680622 53.353174, -6.2682157 53.3530327, -6.268296 53.3529588)",,,,,,,
659747,4692697076,0,4395952,True,1,Cavendish Row,secondary,30,False,45.991,R132,"LINESTRING (-6.2617474 53.352997, -6.2616134 53.3527349, -6.2616077 53.3526956, -6.2616034 53.3526659, -6.2616243 53.3525967)",,,,,,,
659747,3621526490,0,37692415,True,2,Cavendish Row,secondary,30,False,34.791,R132,"LINESTRING (-6.2617474 53.352997, -6.2614498 53.3527615, -6.261428 53.3527492)",,,,,,,
659782,2376978158,0,229119089,True,2,Parnell Street,unclassified,30,False,38.936,,"LINESTRING (-6.2685781 53.3497856, -6.2680405 53.3499257)",,,,,,,
659782,411503310,0,"[915818301, 1062391647]",False,,Parnell Street,pedestrian,30,False,45.984,,"LINESTRING (-6.2685781 53.3497856, -6.2690309 53.3496776, -6.2692218 53.3496327)",,,,,,,
659783,411503310,0,4396053,False,2,Capel Street,pedestrian,30,True,16.489,,"LINESTRING (-6.2691698 53.3494877, -6.2692218 53.3496327)",,,,,,,
659783,26868033,0,244844370,True,2,Capel Street,pedestrian,30,False,117.418,,"LINESTRING (-6.2691698 53.3494877, -6.2687897 53.3484564)",,,,,,,
659783,3930990728,0,1062391646,False,,Little Britain Street,pedestrian,30,True,31.935,,"LINESTRING (-6.2691698 53.3494877, -6.2696136 53.3493768)",,,,,,,
659784,9773888383,0,4396056,True,2,Grattan Bridge,tertiary,30,False,4.828,,"LINESTRING (-6.2678881 53.3460812, -6.267878 53.3460382)",,,,,,,
659784,18940355,0,3791905,True,3,Ormond Quay Lower,secondary,30,False,146.32999999999998,R148,"LINESTRING (-6.2678881 53.3460812, -6.2668561 53.3461542, -6.2657034 53.3462557)",,,,,,,
659788,195865275,0,4396046,True,,Liffey Street Lower,residential,30,False,73.999,,"LINESTRING (-6.2636112 53.347914, -6.2636365 53.3478986, -6.2636443 53.3478832, -6.263417 53.3472702)",,,,,,,
659788,3451120770,0,39994843,True,1,Middle Abbey Street,residential,30,False,14.322,,"LINESTRING (-6.2636112 53.347914, -6.2637049 53.3479262, -6.2638233 53.3479151)",,,,,,,
659795,5591654764,0,488735970,True,3,Westmoreland Street,secondary,30,False,40.354,R138,"LINESTRING (-6.2591475 53.3453253, -6.2591428 53.3456406, -6.2591418 53.3456882)",,,,,,,
659795,6937341102,0,521995022,False,,,cycleway,,True,11.666999999999998,,"LINESTRING (-6.2591475 53.3453253, -6.2592018 53.3453151, -6.2592388 53.3452811, -6.2592504 53.3452515)",,2,,,,,
659799,90252298,0,3791031,False,3,Clare Street,secondary,30,False,103.581,R118,"LINESTRING (-6.2507642 53.3411734, -6.2509079 53.3412241, -6.2509537 53.3412393, -6.2510039 53.341256, -6.2515434 53.3414351, -6.2521267 53.3416272)",,,,,,,
659799,32334797,0,"[3791034, 1032409493]",False,2,Merrion Square North,secondary,50,False,313.55899999999997,R118,"LINESTRING (-6.2507642 53.3411734, -6.2505565 53.3410991, -6.250423 53.3410482, -6.2500585 53.340907, -6.2491952 53.3406068, -6.2478612 53.340138, -6.2477421 53.3400949, -6.2475011 53.3400077, -6.2472882 53.3399312, -6.2467104 53.339727)",,,,,,,
659799,2395162521,0,"[4074528, 1086316926]",False,2,Merrion Square West,tertiary,30,False,107.646,,"LINESTRING (-6.2507642 53.3411734, -6.2508227 53.3410825, -6.2508494 53.3410536, -6.2508795 53.341021, -6.2510038 53.3408866, -6.2515277 53.3403203)",,,,,,,
659802,10261384433,0,"[1051686211, 1154356358, 1154356359, 730041655, 4074527]",False,2,Merrion Square South,tertiary,30,False,326.62199999999996,,"LINESTRING (-6.2520462 53.3397594, -6.2519124 53.3397124, -6.2518789 53.3397006, -6.2512479 53.339479, -6.2510581 53.3394108, -6.2508405 53.3393325, -6.2505654 53.3392337, -6.2505128 53.3392149, -6.2500961 53.3390708, -6.2491784 53.3387571, -6.2481372 53.3383861, -6.2478581 53.3382881, -6.2478062 53.3382699)",,,,,,,
659802,135224145,0,887900301,False,2,Merrion Street Upper,tertiary,30,False,57.30800000000001,,"LINESTRING (-6.2520462 53.3397594, -6.2520609 53.3397448, -6.252121 53.3396816, -6.252382 53.3394165, -6.2524819 53.3393145)",,,,,,,
659802,2395162521,0,1086316926,False,2,Merrion Square West,tertiary,30,True,71.238,,"LINESTRING (-6.2520462 53.3397594, -6.2519216 53.3398942, -6.2515277 53.3403203)",,,,,,,
659803,10261384465,0,4925959,False,3,Mount Street Lower,secondary,50,False,6.665,R118,"LINESTRING (-6.2463552 53.3395938, -6.2462681 53.339564)",,,,,,,
659803,10261384437,0,30789748,False,2,Merrion Square North,secondary,50,True,8.005,R118,"LINESTRING (-6.2463552 53.3395938, -6.2464573 53.3396321)",,,,,,,
659803,659804,0,4074529,False,2,Merrion Square East,tertiary,50,False,175.745,,"LINESTRING (-6.2463552 53.3395938, -6.2464638 53.3394806, -6.2470087 53.3389157, -6.2476209 53.3383099, -6.2476993 53.3382323)",,,,,,,
659804,10261384433,0,4074527,False,2,Merrion Square South,tertiary,30,True,8.237,,"LINESTRING (-6.2476993 53.3382323, -6.2478062 53.3382699)",,,,,,,
659804,10261384468,0,4926027,False,2,Mount Street Upper,tertiary,30,False,5.974,,"LINESTRING (-6.2476993 53.3382323, -6.2476225 53.3382043)",,,,,,,
659804,659803,0,4074529,False,2,Merrion Square East,tertiary,50,True,175.74499999999998,,"LINESTRING (-6.2476993 53.3382323, -6.2476209 53.3383099, -6.2470087 53.3389157, -6.2464638 53.3394806, -6.2463552 53.3395938)",,,,,,,
659804,10611876675,0,4078064,False,2,Fitzwilliam Street Lower,tertiary,50,False,86.851,,"LINESTRING (-6.2476993 53.3382323, -6.2477947 53.3381394, -6.248383 53.3375664)",,,,,,,
659805,323134794,0,3792491,True,2,Baggot Street Lower,secondary,30,False,52.035,R138,"LINESTRING (-6.2536281 53.3381471, -6.2529075 53.3379631)",,,,,,,
659805,2396546894,0,125872847,False,2,Merrion Street Upper,tertiary,30,True,35.387,,"LINESTRING (-6.2536281 53.3381471, -6.2535568 53.3381973, -6.253528 53.3382176, -6.2533336 53.3384113)",,,,,,,
659805,659806,0,949001028,True,,,cycleway,,False,74.579,,"LINESTRING (-6.2536281 53.3381471, -6.2536584 53.3380834, -6.2540527 53.3375645, -6.2541086 53.3375551)",,,,,,,
659806,4715529975,0,10577341,False,,Ely Place,unclassified,30,False,24.737,,"LINESTRING (-6.2541086 53.3375551, -6.2542576 53.3373512)",,,,,,,
659806,659805,0,3792428,True,2,Ely Place,tertiary,30,False,73.27900000000001,,"LINESTRING (-6.2541086 53.3375551, -6.2536943 53.3380926, -6.2536281 53.3381471)",,,,,,,
659806,3136024185,0,949001028,True,,,cycleway,,False,122.536,,"LINESTRING (-6.2541086 53.3375551, -6.2541761 53.3375389, -6.2542255 53.3375515, -6.2557118 53.3379325, -6.2557506 53.3379425, -6.2557705 53.3379759)",,,,,,,
659807,9936781,0,52879956,True,2,St. Stephen's Green,secondary,30,False,4.622,R138,"LINESTRING (-6.2558594 53.3380021, -6.2558308 53.33804)",,,,,,,
659807,3136024185,0,493540025,True,2,Hume Street,tertiary,30,False,6.582,,"LINESTRING (-6.2558594 53.3380021, -6.2557705 53.3379759)",,,,,,,
659809,6141082777,0,2110698,True,2,St. Stephen's Green,secondary,30,False,94.11099999999999,R138,"LINESTRING (-6.2565233 53.3389601, -6.2565239 53.3389362, -6.2565138 53.3389184, -6.2564857 53.3389019, -6.2564507 53.3388869, -6.2555872 53.3386635, -6.2555098 53.3386438, -6.2552923 53.3385857)",,,,,,,
659809,321869641,0,53750892,False,2,Kildare Street,secondary,30,True,56.494,R138,"LINESTRING (-6.2565233 53.3389601, -6.2565095 53.3389788, -6.2564764 53.3390212, -6.2561554 53.3394182)",,,,,,,
659815,131037599,0,43100899,False,3,Gardiner Street Lower,secondary,50,True,96.389,R802,"LINESTRING (-6.2544091 53.3507411, -6.2543745 53.3506908, -6.2543489 53.3506536, -6.2540211 53.350177, -6.2538576 53.3499392)",,,,,,,
