u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,access,width,tunnel,service,bridge,junction,est_width
4352655679,4352655678,0,437449558,False,,,service,,True,8.192,,"LINESTRING (-6.2869239 53.3389907, -6.286801 53.3389842)",,,,,,,
4352655818,1426048821,0,129211830,False,2,Ormond Street,residential,30,False,53.387,,"LINESTRING (-6.2816586 53.3379338, -6.2816112 53.3378579, -6.2813778 53.3374839)",,,,,,,
4352655818,1426048842,0,129211830,False,2,Ormond Street,residential,30,True,30.754,,"LINESTRING (-6.2816586 53.3379338, -6.2817757 53.3381109, -6.281776 53.3381116, -6.2817847 53.3381319, -6.2818203 53.3381928)",,,,,,,
4352655818,4352655820,0,437449568,False,,,service,,False,89.084,,"LINESTRING (-6.2816586 53.3379338, -6.2821057 53.3378386, -6.2822649 53.3378046, -6.2820369 53.3374107)",,,,,,,
4352655820,4352655818,0,437449568,False,,,service,,True,89.084,,"LINESTRING (-6.2820369 53.3374107, -6.2822649 53.3378046, -6.2821057 53.3378386, -6.2816586 53.3379338)",,,,,,,
4356762080,4356762081,0,437898172,False,,,service,,False,21.228,,"LINESTRING (-6.2416338 53.337679, -6.2417869 53.3375114)",,,,,,,
4356762081,4356762083,0,10575476,False,,Warrington Lane,residential,30,False,34.187,,"LINESTRING (-6.2417869 53.3375114, -6.242234 53.3376639)",,,,,,,
4356762081,4356762080,0,437898172,False,,,service,,True,21.228,,"LINESTRING (-6.2417869 53.3375114, -6.2416338 53.337679)",,,,,,,
4356762081,91709176,0,10575476,False,,Warrington Lane,residential,30,True,46.693,,"LINESTRING (-6.2417869 53.3375114, -6.2417748 53.3375073, -6.2412799 53.3373346, -6.2411865 53.3372934)",,,,,,,
4356762082,4356762083,0,437898173,False,,,service,,False,23.325,,"LINESTRING (-6.2420647 53.3378477, -6.242234 53.3376639)",,,,parking_aisle,,,
4356762083,4356762081,0,10575476,False,,Warrington Lane,residential,30,True,34.187,,"LINESTRING (-6.242234 53.3376639, -6.2417869 53.3375114)",,,,,,,
4356762083,4356762082,0,437898173,False,,,service,,True,23.325,,"LINESTRING (-6.242234 53.3376639, -6.2420647 53.3378477)",,,,parking_aisle,,,
4356762083,712909880,0,10575476,False,,Warrington Lane,residential,30,False,37.789,,"LINESTRING (-6.242234 53.3376639, -6.2424309 53.337731, -6.2425642 53.3377765, -6.2427315 53.3378289)",,,,,,,
4356762084,4356762085,0,437898174,False,,,service,,False,8.432,,"LINESTRING (-6.2422965 53.3370563, -6.2423875 53.3371092)",,,,parking_aisle,,,
4356762085,91709191,0,13878060,False,,,service,30,False,31.93,,"LINESTRING (-6.2423875 53.3371092, -6.2421128 53.3373449)",,,,alley,,,
4356762085,130368843,0,13878060,False,,,service,30,True,18.753,,"LINESTRING (-6.2423875 53.3371092, -6.2425489 53.3369708)",,,,alley,,,
4356762085,4356762084,0,437898174,False,,,service,,True,8.432,,"LINESTRING (-6.2423875 53.3371092, -6.2422965 53.3370563)",,,,parking_aisle,,,
4360805516,4360805521,0,76779460,False,,,service,,False,16.861,,"LINESTRING (-6.2677775 53.3382168, -6.2677172 53.3380695)",,,,parking_aisle,,,
4360805516,904491814,0,76779460,False,,,service,,True,45.422,,"LINESTRING (-6.2677775 53.3382168, -6.2682555 53.3382427, -6.2682882 53.3382857, -6.2682944 53.3383603)",,,,parking_aisle,,,
4360805516,904491768,0,76779464,False,,,service,,False,14.466999999999999,,"LINESTRING (-6.2677775 53.3382168, -6.2677503 53.3382305, -6.2677107 53.3382908, -6.2676858 53.3383323)",,,,parking_aisle,,,
4360805521,4360805516,0,76779460,False,,,service,,True,16.861,,"LINESTRING (-6.2677172 53.3380695, -6.2677775 53.3382168)",,,,parking_aisle,,,
4360968205,368200458,0,438360314,False,,,service,30,True,12.857,,"LINESTRING (-6.2762899 53.3378458, -6.276199 53.3379479)",,,,,,,
4364453328,4364453330,0,438775506,False,,,service,30,False,29.019000000000002,,"LINESTRING (-6.2759708 53.3310849, -6.2760149 53.3308767, -6.2760126 53.3308256)",,,,alley,,,
4364453330,665035424,0,52241889,False,,Clanbrassil Close,residential,30,True,11.153,,"LINESTRING (-6.2760126 53.3308256, -6.2758452 53.3308337)",,,,,,,
4364453330,9415924880,0,52241889,False,,Clanbrassil Close,residential,30,False,64.121,,"LINESTRING (-6.2760126 53.3308256, -6.2762096 53.3308072, -6.2762119 53.3304809, -6.2764317 53.3304825)",,,,,,,
4364453330,4364453328,0,438775506,False,,,service,30,True,29.019000000000002,,"LINESTRING (-6.2760126 53.3308256, -6.2760149 53.3308767, -6.2759708 53.3310849)",,,,alley,,,
4364453345,665035414,0,"[52241884, 438775516]",False,,,service,,True,80.385,,"LINESTRING (-6.2763464 53.3301686, -6.2757017 53.330109, -6.275635 53.3301028, -6.2755659 53.3303424, -6.2754825 53.33034)",,,,,,,
4372381067,4372381070,0,439575960,False,,,residential,30,False,33.939,,"LINESTRING (-6.2762891 53.331635, -6.2763031 53.3315444, -6.2762657 53.3315165, -6.2762921 53.3313387)",,,,,,,
4372381070,665035420,0,52241882,False,,Wesley Place,residential,30,False,24.005,,"LINESTRING (-6.2762921 53.3313387, -6.2766508 53.3313655)",,,,,,,
4372381070,670982,0,52241882,False,,Wesley Place,residential,30,True,72.221,,"LINESTRING (-6.2762921 53.3313387, -6.2753288 53.3312669, -6.2752129 53.3312582)",,,,,,,
4372381070,4372381067,0,439575960,False,,,residential,30,True,33.939,,"LINESTRING (-6.2762921 53.3313387, -6.2762657 53.3315165, -6.2763031 53.3315444, -6.2762891 53.331635)",,,,,,,
4375856627,278524351,0,376465147,False,2,Donore Avenue,tertiary,50,False,28.073,,"LINESTRING (-6.2838389 53.3310978, -6.2838707 53.331034, -6.2839465 53.3308537)",,,,,,,
4375856627,32475555,0,376465147,False,2,Donore Avenue,tertiary,50,True,48.073,,"LINESTRING (-6.2838389 53.3310978, -6.2837703 53.3312354, -6.2837017 53.331375, -6.2836477 53.3315146)",,,,,,,
4375856627,4375856631,0,439910412,False,,,service,30,False,115.026,,"LINESTRING (-6.2838389 53.3310978, -6.2842521 53.3311478, -6.284931 53.3312522, -6.2850896 53.331274, -6.2854981 53.3313821)",,,,alley,,,
4375856631,4375856627,0,439910412,False,,,service,30,True,115.026,,"LINESTRING (-6.2854981 53.3313821, -6.2850896 53.331274, -6.284931 53.3312522, -6.2842521 53.3311478, -6.2838389 53.3310978)",,,,alley,,,
4375856632,4375856633,0,439910413,False,,,service,30,False,26.482,,"LINESTRING (-6.2857461 53.3313602, -6.2859148 53.3311444)",,,,alley,,,
4375856633,278524350,0,25906503,True,,Lullymore Terrace,residential,30,False,39.802,,"LINESTRING (-6.2859148 53.3311444, -6.2864944 53.3312356)",,,,,,,
4375856633,4375856632,0,439910413,False,,,service,30,True,26.482,,"LINESTRING (-6.2859148 53.3311444, -6.2857461 53.3313602)",,,,alley,,,
4375856638,1874283062,0,"[176950768, 439910415]",False,,,"['service', 'path']",30,"[False, True]",50.23800000000001,,"LINESTRING (-6.2884825 53.3314293, -6.2884657 53.3314922, -6.2884507 53.3314913, -6.2884097 53.331644, -6.288396 53.3317682, -6.2883858 53.331868)",,,,alley,,,
4375856643,5506171990,0,125873172,False,3,South Circular Road,secondary,50,True,1.979,R811,"LINESTRING (-6.2807639 53.3310803, -6.2807355 53.3310857)",,,,,,,
4375856643,4375856647,0,439910417,True,,,service,,False,10.2,,"LINESTRING (-6.2807639 53.3310803, -6.2807681 53.3309886)",,,,,,,
4375856643,2435556302,0,125873172,False,3,South Circular Road,secondary,50,False,15.736,R811,"LINESTRING (-6.2807639 53.3310803, -6.2808125 53.3310711, -6.2809981 53.331064)",,,,,,,
4375856648,2435556302,0,439910419,False,,,service,,False,13.986,,"LINESTRING (-6.2810397 53.3309407, -6.2809981 53.331064)",,,,,,,
4375856661,1397022502,0,125873172,False,3,South Circular Road,secondary,50,True,2.365,R811,"LINESTRING (-6.2795834 53.3313735, -6.2795509 53.3313822)",,,,,,,
4375856661,5506171990,0,125873172,False,3,South Circular Road,secondary,50,False,83.016,R811,"LINESTRING (-6.2795834 53.3313735, -6.2802636 53.3311921, -6.2804849 53.3311331, -6.2807355 53.3310857)",,,,,,,
4375856661,2477946069,0,439910421,False,,,service,,True,25.081000000000003,,"LINESTRING (-6.2795834 53.3313735, -6.279528 53.33128, -6.2795156 53.3312592, -6.279484 53.3312115, -6.2794144 53.3311786)",,,,,,,
4375856662,32475555,0,125873172,False,3,South Circular Road,secondary,50,False,67.03,R811,"LINESTRING (-6.2826819 53.3313393, -6.2836477 53.3315146)",,,,,,,
4375856662,4375856667,0,125873172,False,3,South Circular Road,secondary,50,True,25.496,R811,"LINESTRING (-6.2826819 53.3313393, -6.2823145 53.3312727)",,,,,,,
4375856662,4375856668,0,439910422,False,,,service,30,False,11.769,,"LINESTRING (-6.2826819 53.3313393, -6.2826328 53.331441)",,,,,,,
4375856666,4375856667,0,439910423,False,,,service,30,False,11.561,,"LINESTRING (-6.2822739 53.3313738, -6.2823145 53.3312727)",,,,,,,
4375856667,4375856662,0,125873172,False,3,South Circular Road,secondary,50,False,25.496,R811,"LINESTRING (-6.2823145 53.3312727, -6.2826819 53.3313393)",,,,,,,
4375856667,4375856666,0,439910423,False,,,service,30,True,11.561,,"LINESTRING (-6.2823145 53.3312727, -6.2822739 53.3313738)",,,,,,,
4375856667,278524737,0,125873172,False,3,South Circular Road,secondary,50,True,50.071,R811,"LINESTRING (-6.2823145 53.3312727, -6.2816454 53.3311504, -6.2815935 53.3311409)",,,,,,,
4375856668,4375856662,0,439910422,False,,,service,30,True,11.769,,"LINESTRING (-6.2826328 53.331441, -6.2826819 53.3313393)",,,,,,,
4375856669,2435556373,0,71423403,False,3,South Circular Road,secondary,50,False,6.882,R811,"LINESTRING (-6.2863017 53.3321265, -6.2863987 53.3321483)",,,,,,,
4375856669,282593272,0,71423403,False,3,South Circular Road,secondary,50,True,33.485,R811,"LINESTRING (-6.2863017 53.3321265, -6.2858299 53.3320202)",,,,,,,
4375856669,4375856670,0,439910425,False,,,service,30,False,14.936,,"LINESTRING (-6.2863017 53.3321265, -6.2862224 53.3322522)",,,,,,,
4375856670,4375856669,0,439910425,False,,,service,30,True,14.936,,"LINESTRING (-6.2862224 53.3322522, -6.2863017 53.3321265)",,,,,,,
4375856674,32475556,0,439910427,False,,,service,30,False,16.163,,"LINESTRING (-6.2853104 53.3320536, -6.2853963 53.3319176)",,,,,,,
4375856688,9127861902,0,4287269,False,2,Herberton Road,tertiary,30,False,5.927,,"LINESTRING (-6.2990324 53.3362916, -6.2990446 53.3362711, -6.2990599 53.3362409)",,,,,,,
4375856688,32475491,0,200165896,True,1,,secondary,50,False,30.397999999999996,R811,"LINESTRING (-6.2990324 53.3362916, -6.2990715 53.3363036, -6.299104 53.3363212, -6.2991237 53.3363382, -6.299136 53.3363551, -6.299143 53.336373, -6.2991422 53.336404, -6.2991317 53.3364258, -6.2991133 53.3364456, -6.2990916 53.3364606, -6.2990655 53.3364727, -6.2990348 53.3364819, -6.2989909 53.3364886)",,,,,,roundabout,
4376460918,342090100,0,4287269,False,2,Herberton Road,tertiary,30,False,65.874,,"LINESTRING (-6.2990564 53.3359229, -6.2989085 53.3353371)",,,,,,,
4376460918,342090115,0,4287269,False,2,Herberton Road,tertiary,30,True,4.892,,"LINESTRING (-6.2990564 53.3359229, -6.2990674 53.3359664)",,,,,,,
4376460918,2386813273,0,486501042,False,,,service,30,True,10.754,,"LINESTRING (-6.2990564 53.3359229, -6.2989618 53.3359337, -6.2988963 53.3359311)",,,,alley,,,
4376460919,2374666531,0,439944269,False,,,service,30,False,18.101,,"LINESTRING (-6.29891 53.3372873, -6.2991796 53.3372631)",,,,,,,
4376460919,2374666600,0,439944269,False,,,service,30,True,2.673,,"LINESTRING (-6.29891 53.3372873, -6.2988701 53.3372905)",,,,,,,
4376460919,4376460920,0,439944270,False,,,service,30,False,7.449,,"LINESTRING (-6.29891 53.3372873, -6.2989261 53.3373536)",,,,,,,
4376460920,4376460919,0,439944270,False,,,service,30,True,7.449,,"LINESTRING (-6.2989261 53.3373536, -6.29891 53.3372873)",,,,,,,
4376575941,2386813251,0,30655092,False,,Mayfield Road,residential,30,False,31.164,,"LINESTRING (-6.3018714 53.3378513, -6.301952 53.3381274)",,,,,,,
4376575941,2386813227,0,185127488,False,,Mountshannon Road,residential,30,False,126.346,,"LINESTRING (-6.3018714 53.3378513, -6.3000081 53.3380821)",,,,,,,
4376575941,4376575942,0,185127488,False,,Mountshannon Road,residential,30,True,57.215,,"LINESTRING (-6.3018714 53.3378513, -6.3027154 53.3377474)",,,,,,,
4376575942,4376575941,0,185127488,False,,Mountshannon Road,residential,30,False,57.215,,"LINESTRING (-6.3027154 53.3377474, -6.3018714 53.3378513)",,,,,,,
4376613618,4376613627,0,176950766,False,,White Heather Industrial Estate,service,,False,16.578,,"LINESTRING (-6.2910431 53.3322685, -6.2907935 53.3322719)",permissive,,,,,,
4376613619,1874283058,0,439958271,False,,,service,,True,12.423,,"LINESTRING (-6.2907695 53.3321644, -6.2907242 53.3322728)",permissive,,,parking_aisle,,,
4376613620,4376613622,0,176950766,False,,White Heather Industrial Estate,service,,False,12.688,,"LINESTRING (-6.2904836 53.3322819, -6.2902929 53.3322891)",permissive,,,,,,
4376613620,1874283058,0,176950766,False,,White Heather Industrial Estate,service,,True,16.009,,"LINESTRING (-6.2904836 53.3322819, -6.2907242 53.3322728)",permissive,,,,,,
4376613620,4376613621,0,439958272,False,,,service,,False,16.457,,"LINESTRING (-6.2904836 53.3322819, -6.2905481 53.332139)",permissive,,,parking_aisle,,,
4376613621,4376613620,0,439958272,False,,,service,,True,16.457,,"LINESTRING (-6.2905481 53.332139, -6.2904836 53.3322819)",permissive,,,parking_aisle,,,
4376613622,4376613624,0,176950766,False,,White Heather Industrial Estate,service,,False,13.447,,"LINESTRING (-6.2902929 53.3322891, -6.2900908 53.3322967)",permissive,,,,,,
4376613622,4376613620,0,176950766,False,,White Heather Industrial Estate,service,,True,12.688,,"LINESTRING (-6.2902929 53.3322891, -6.2904836 53.3322819)",permissive,,,,,,
4376613622,4376613623,0,439958273,False,,,service,,False,19.27,,"LINESTRING (-6.2902929 53.3322891, -6.2903549 53.3321198)",permissive,,,parking_aisle,,,
4376613623,4376613622,0,439958273,False,,,service,,True,19.27,,"LINESTRING (-6.2903549 53.3321198, -6.2902929 53.3322891)",permissive,,,parking_aisle,,,
